Station Name,Entries and exits - Full price tickets, Entries and exits - Reduced price tickets,Entries and exits - Season tickets,1920 Entries and exits,NLC,TLC,Region
Flint,"133,890","104,010","26,290","264,190",2513,FLN,Wales - Cymru
Flitwick,"251,244","557,692","746,398","1,555,334",1532,FLT,East
Flixton,"53,690","38,584","53,900","146,174",2935,FLI,North West
Flowery Field,"63,888","83,534","105,750","253,172",2786,FLF,North West
Folkestone Central,"155,604","469,498","406,200","1,031,302",5035,FKC,South East
Folkestone West,"117,004","353,030","305,432","775,466",5027,FKW,South East
Ford,"29,444","48,488","39,076","117,008",5258,FOD,South East
Forest Gate,"851,952","1,453,742","1,049,004","3,354,698",6876,FOG,London
Forest Hill,"1,452,358","2,122,024","1,425,608","4,999,990",5362,FOH,London
Formby,"291,470","819,964","436,516","1,547,950",2354,FBY,North West
Forres,"39,420","91,682","9,898","141,000",8638,FOR,Scotland
Forsinard,"2,078",788,,"2,866",8639,FRS,Scotland
Fort Matilda,"35,434","64,984","41,334","141,752",9675,FTM,Scotland
Fort William,"36,722","103,000",,"139,722",8827,FTW,Scotland
Four Oaks,"123,326","245,286","435,902","804,514",1042,FOK,West Midlands
Foxfield,"3,842","19,032","3,102","25,976",2046,FOX,North West
Foxton,"31,078","42,352","31,974","105,404",7029,FXN,East
Frant,"21,790","34,190","81,908","137,888",5218,FRT,South East
Fratton,"568,318","965,012","245,032","1,778,362",5509,FTN,South East
Freshfield,"128,796","435,674","208,780","773,250",2355,FRE,North West
Freshford,"24,456","18,824","12,174","55,454",3344,FFD,South West
Frimley,"71,414","57,348","49,104","177,866",5683,FML,South East
Frizinghall,"139,330","79,730","208,518","427,578",8556,FZH,Yorkshire And The Humber
Frodsham,"170,980","84,764","3,884","259,628",2284,FRD,North West
Frome,"69,664","126,378","11,662","207,704",5707,FRO,South West
Fulwell,"145,888","112,948","127,484","386,320",5587,FLW,London
Furness Vale,"7,712","12,326","7,288","27,326",2952,FNV,East Midlands
Furze Platt,"38,458","41,098","103,696","183,252",3144,FZP,South East
Gainsborough Central,"1,068","1,218",98,"2,384",6465,GNB,East Midlands
Gainsborough Lea Road,"63,960","91,636","18,526","174,122",6424,GBL,East Midlands
Garelochhead,"3,474","3,838","1,282","8,594",9971,GCH,Scotland
Garforth,"247,936","169,398","211,872","629,206",8474,GRF,Yorkshire And The Humber
Gargrave,"12,670","19,750","1,400","33,820",2654,GGV,Yorkshire And The Humber
Garrowhill,"109,568","183,974","176,496","470,038",9904,GAR,Scotland
Garscadden,"51,690","112,720","66,426","230,836",9979,GRS,Scotland
Garsdale,"3,524","12,090",186,"15,800",2104,GSD,North West
Garston (Hertfordshire),"22,366","15,322","37,530","75,218",1559,GSN,East
Garswood,"38,842","89,622","66,580","195,044",2335,GSW,North West
Gartcosh,"44,200","63,944","65,328","173,472",9723,GRH,Scotland
Garth (Powys),788,694,,"1,482",4148,GTH,Wales - Cymru
Garve,"1,570","1,242",668,"3,480",8640,GVE,Scotland
Gathurst,"32,032","39,282","35,408","106,722",2397,GST,North West
Gatley,"119,424","104,540","114,662","338,626",2953,GTY,North West
Gatwick Airport,"10,427,012","9,070,204","1,553,424","21,050,640",5416,GTW,South East
Georgemas Junction,866,704,,"1,570",8641,GGJ,Scotland
Gerrards Cross,"430,314","423,740","565,522","1,419,576",3051,GER,South East
Gidea Park,"1,161,716","1,040,124","670,424","2,872,264",6877,GDP,London
Giffnock,"98,642","163,218","89,224","351,084",9794,GFN,Scotland
Giggleswick,"4,160","8,416",144,"12,720",2655,GIG,Yorkshire And The Humber
Gilberdyke,"14,894","28,416","13,100","56,410",8117,GBD,Yorkshire And The Humber
Gilfach Fargoed,"2,634",516,"1,822","4,972",4022,GFF,Wales - Cymru
Gillingham (Dorset),"72,106","219,442","59,068","350,616",5796,GIL,South West
Gillingham (Kent),"550,892","879,188","1,085,320","2,515,400",5169,GLM,South East
Gilshochill,"10,788","41,798","18,862","71,448",9956,GSC,Scotland
Gipsy Hill,"546,588","634,384","587,400","1,768,372",5363,GIP,London
Girvan,"34,456","81,084","6,202","121,742",9501,GIR,Scotland
Glaisdale,566,"3,122","17,232","20,920",7921,GLS,Yorkshire And The Humber
Glan Conwy,"1,592","1,266",,"2,858",2454,GCW,Wales - Cymru
Glasgow Central,"6,699,528","15,795,728","9,969,946","32,465,202",9813,GLC,Scotland
Glasgow Queen Street,"3,545,608","9,727,786","3,412,366","16,685,760",9950,GLQ,Scotland
Glasshoughton,"70,540","57,126","32,144","159,810",8360,GLH,Yorkshire And The Humber
Glazebrook,"13,450","16,192","19,166","48,808",2301,GLZ,North West
Gleneagles,"35,198","48,804","3,770","87,772",8715,GLE,Scotland
Glenfinnan,"5,178","8,686",,"13,864",8828,GLF,Scotland
Glengarnock,"89,946","150,166","142,292","382,404",9503,GLG,Scotland
Glenrothes with Thornton,"23,416","39,900","8,554","71,870",9301,GLT,Scotland
Glossop,"246,970","394,798","487,364","1,129,132",2895,GLO,East Midlands
Gloucester,"436,144","963,536","147,230","1,546,910",4760,GCR,South West
Glynde,"17,122","35,170","20,666","72,958",5338,GLY,South East
Gobowen,"120,258","81,640","17,072","218,970",4457,GOB,West Midlands
Godalming,"411,090","357,692","617,414","1,386,196",5629,GOD,South East
Godley,"33,054","48,322","26,412","107,788",2948,GDL,North West
Godstone,"13,964","24,214","26,194","64,372",5474,GDN,South East
Goldthorpe,"22,202","19,980","15,534","57,716",8284,GOE,Yorkshire And The Humber
Golf Street,552,2,410,964,9096,GOF,Scotland
Golspie,"4,202","1,384",,"5,586",8643,GOL,Scotland
Gomshall,"12,908","27,064","14,178","54,150",5298,GOM,South East
Goodmayes,"1,078,360","1,403,048","1,171,932","3,653,340",6878,GMY,London
Goole,"65,306","171,386","42,714","279,406",8025,GOO,Yorkshire And The Humber
Goostrey,"22,110","18,454","3,686","44,250",1220,GTR,North West
Gordon Hill,"481,652","467,258","389,218","1,338,128",6028,GDH,London
Goring-By-Sea,"119,558","230,230","205,616","555,404",5272,GBS,South East
Gorton,"36,294","36,586","53,212","126,092",2962,GTO,North West
Gospel Oak,"817,412","1,133,930","507,580","2,458,922",1409,GPO,London
Gourock,"137,402","233,134","133,774","504,310",9635,GRK,Scotland
Gowerton,"85,632","33,988","58,050","177,670",4131,GWN,Wales - Cymru
Goxhill,"4,778","7,368",286,"12,432",6206,GOX,Yorkshire And The Humber
Grange Park,"166,966","159,734","76,648","403,348",6029,GPK,London
Grange-Over-Sands,"25,572","120,216","12,346","158,134",1965,GOS,North West
Grantham,"170,264","894,120","326,264","1,390,648",6469,GRA,East Midlands
Grateley,"44,608","73,960","122,682","241,250",5514,GRT,South East
Gravelly Hill,"107,728","162,402","641,692","911,822",1132,GVH,West Midlands
Gravesend,"623,108","1,040,996","1,324,822","2,988,926",5172,GRV,South East
Grays,"1,434,598","1,407,900","1,163,896","4,006,394",7443,GRY,East
Great Ayton,"1,006","7,598",10,"8,614",7922,GTA,Yorkshire And The Humber
Great Bentley,"15,138","25,790","37,706","78,634",6855,GRB,East
Great Chesterford,"27,576","30,298","52,324","110,198",7032,GRC,East
Great Coates,"4,926","3,832",192,"8,950",6275,GCT,Yorkshire And The Humber
Great Malvern,"175,052","182,188","180,214","537,454",4892,GMV,West Midlands
Great Missenden,"143,854","165,652","233,652","543,158",1463,GMN,South East
Great Yarmouth,"56,654","269,384","18,238","344,276",7328,GYM,East
Green Lane,"204,460","174,514","161,006","539,980",2218,GNL,North West
Green Road,"3,242","4,494","1,142","8,878",1996,GNR,North West
Greenbank,"66,970","61,042","103,186","231,198",2325,GBK,North West
Greenfaulds,"38,250","45,240","35,404","118,894",9725,GRL,Scotland
Greenfield,"121,224","164,142","147,464","432,830",2900,GNF,North West
Greenford,"70,574","69,008","30,854","170,436",3136,GFD,London
Greenock Central,"70,258","153,750","84,950","308,958",9681,GKC,Scotland
Greenock West,"110,432","207,894","151,396","469,722",9682,GKW,Scotland
Greenwich,"1,039,728","1,316,212","1,413,938","3,769,878",5146,GNW,London
Gretna Green,"8,694","37,496",296,"46,486",9610,GEA,Scotland
Grimsby Docks,"1,570","1,186","2,064","4,820",6276,GMD,Yorkshire And The Humber
Grimsby Town,"84,118","331,368","16,870","432,356",6280,GMB,Yorkshire And The Humber
Grindleford,"27,730","35,004","1,290","64,024",2825,GRN,East Midlands
Grosmont,820,"9,574","3,518","13,912",8155,GMT,Yorkshire And The Humber
Grove Park,"660,174","773,546","1,182,308","2,616,028",5139,GRP,London
Guide Bridge,"116,038","113,660","156,724","386,422",2955,GUI,North West
Guildford,"2,061,282","2,901,132","1,974,382","6,936,796",5631,GLD,South East
Guiseley,"440,110","314,520","476,988","1,231,618",8567,GSY,Yorkshire And The Humber
Gunnersbury,"956,620","731,856","700,176","2,388,652",5588,GUN,London
Gunnislake,"3,050","39,002","19,738","61,790",3563,GSL,South West
Gunton,"5,032","9,568","3,960","18,560",7299,GNT,East
Gwersyllt,"17,814","2,060","2,594","22,468",4300,GWE,Wales - Cymru
Gypsy Lane,"12,814","21,440","2,792","37,046",7930,GYP,North East
Habrough,"10,030","26,254","4,658","40,942",6281,HAB,Yorkshire And The Humber
Hackbridge,"281,950","243,430","435,554","960,934",5364,HCB,London
Hackney Central,"1,405,116","2,261,022","1,022,064","4,688,202",6977,HKC,London
Hackney Downs,"987,134","1,693,286","977,714","3,658,134",6867,HAC,London
Hackney Wick,"782,698","1,434,888","619,638","2,837,224",6978,HKW,London
Haddiscoe,"4,734","5,532","2,384","12,650",7300,HAD,East
Hadfield,"92,966","149,660","154,502","397,128",2896,HDF,East Midlands
Hadley Wood,"138,700","154,070","95,892","388,662",6075,HDW,London
Hag Fold,"14,666","18,622","14,850","48,138",2585,HGF,North West
Hagley,"59,418","65,472","367,372","492,262",4577,HAG,West Midlands
Hairmyres,"176,776","237,324","241,470","655,570",9810,HMY,Scotland
Halesworth,"28,646","61,830","9,362","99,838",7266,HAS,East
Halewood,"18,258","25,962","17,118","61,338",2295,HED,North West
Halifax,"582,912","817,114","514,254","1,914,280",8411,HFX,Yorkshire And The Humber
Hall Green,"118,220","143,544","235,566","497,330",4521,HLG,West Midlands
Hall Road,"44,522","394,452","98,560","537,534",2229,HLR,North West
Halling,"22,184","24,972","45,274","92,430",5173,HAI,South East
Haltwhistle,"22,682","51,190","7,372","81,244",7568,HWH,North East
Ham Street,"14,880","33,548","44,384","92,812",5037,HMT,South East
Hamble,"30,932","25,634","38,818","95,384",5947,HME,South East
Hamilton Central,"166,396","377,158","213,896","757,450",9726,HNC,Scotland
Hamilton West,"197,388","322,846","255,302","775,536",9727,HNW,Scotland
Hammerton,"6,216","16,362","6,284","28,862",8241,HMM,Yorkshire And The Humber
Hampstead Heath,"929,548","1,553,944","790,210","3,273,702",1413,HDH,London
Hampton Court,"533,678","657,348","351,402","1,542,428",5561,HMC,South East
Hampton Wick,"306,794","353,828","252,724","913,346",5589,HMW,London
Hampton-In-Arden,"40,420","59,528","82,432","182,380",1033,HIA,West Midlands
Hamworthy,"46,896","64,392","23,082","134,370",5940,HAM,South West
Handforth,"129,810","71,822","89,196","290,828",2767,HTH,North West
Hanwell,"188,090","172,222","99,926","460,238",3191,HAN,London
Hapton,"4,476","8,188","2,446","15,110",2557,HPN,North West
Harlech,"30,520","8,788","94,516","133,824",4458,HRL,Wales - Cymru
Harlesden,"421,710","671,152","353,838","1,446,700",1521,HDN,London
Harling Road,738,264,"2,792","3,794",7374,HRD,East
Harlow Mill,"84,580","56,136","101,276","241,992",6804,HWM,East
Harlow Town,"650,624","704,810","521,106","1,876,540",6827,HWN,East
Harold Wood,"1,091,718","1,168,980","803,582","3,064,280",6879,HRO,London
Harpenden,"636,734","1,166,868","1,435,396","3,238,998",1543,HPD,East
Harrietsham,"21,862","29,056","52,082","103,000",5140,HRM,South East
Harringay,"362,760","451,492","307,006","1,121,258",6012,HGY,London
Harringay Green Lanes,"248,322","385,712","293,860","927,894",7401,HRY,London
Harrington,"10,934","11,620","13,374","35,928",2027,HRR,North West
Harrogate,"498,872","942,886","328,796","1,770,554",8213,HGT,Yorkshire And The Humber
Harrow-On-The-Hill,"1,158,172","1,291,108","204,360","2,653,640",598,HOH,London
Hartlebury,"19,070","8,680","26,314","54,064",4579,HBY,West Midlands
Hartlepool,"134,120","401,458","93,416","628,994",8009,HPL,North East
Hartwood,"2,824","5,314","3,708","11,846",9246,HTW,Scotland
Harwich International,"26,522","49,232","34,122","109,876",6902,HPQ,East
Harwich Town,"20,852","51,572","56,030","128,454",6905,HWC,East
Haslemere,"292,734","535,132","876,290","1,704,156",5633,HSL,South East
Hassocks,"203,096","492,214","703,890","1,399,200",5489,HSK,South East
Hastings,"301,366","1,162,424","949,754","2,413,544",5219,HGS,South East
Hatch End,"179,758","438,784","50,398","668,940",1398,HTE,London
Hatfield Peverel,"54,464","74,986","295,596","425,046",6845,HAP,East
Hathersage,"33,192","38,796","1,212","73,200",2826,HSG,East Midlands
Hattersley,"31,352","39,656","39,638","110,646",2604,HTY,North West
Hatton,"14,324","9,144","71,482","94,950",4594,HTN,West Midlands
Havant,"556,476","1,027,706","656,380","2,240,562",5532,HAV,South East
Havenhouse,64,20,,84,6260,HVN,East Midlands
Haverfordwest,"58,720","54,298",468,"113,486",4079,HVF,Wales - Cymru
Hawarden,"27,522","2,494","2,188","32,204",2428,HWD,Wales - Cymru
Hawarden Bridge,"2,344",44,286,"2,674",2146,HWB,Wales - Cymru
Hawkhead,"57,236","89,964","101,408","248,608",9634,HKH,Scotland
Haydon Bridge,"12,132","26,294","8,012","46,438",7569,HDB,North East
Haydons Road,"123,848","88,366","158,056","370,270",5289,HYR,London
Hayes (Kent),"361,698","339,004","470,282","1,170,984",5050,HYS,London
Hayle,"6,276","69,414","16,394","92,084",3513,HYL,South West
Haymarket,"1,183,770","1,229,250","567,366","2,980,386",9419,HYM,Scotland
Haywards Heath,"696,072","1,542,538","2,248,440","4,487,050",5490,HHE,South East
Hazel Grove,"218,446","244,654","266,750","729,850",2768,HAZ,North West
Headcorn,"89,524","229,582","291,120","610,226",5220,HCN,South East
Headingley,"169,170","123,508","84,754","377,432",8498,HDY,Yorkshire And The Humber
Headstone Lane,"119,430","240,356","62,836","422,622",1434,HDL,London
Heald Green,"157,192","163,666","160,704","481,562",2860,HDG,North West
Healing,"3,594","4,634",796,"9,024",6283,HLI,Yorkshire And The Humber
Heath High Level,"271,892","23,618","131,424","426,934",3845,HHL,Wales - Cymru
Heath Low Level,"59,146","1,904","4,960","66,010",3908,HLL,Wales - Cymru
Heaton Chapel,"276,668","250,888","300,370","827,926",2861,HTC,North West
Hebden Bridge,"256,592","352,958","203,352","812,902",8524,HBD,Yorkshire And The Humber
Heckington,"29,418","15,400","15,970","60,788",6220,HEC,East Midlands
Hedge End,"134,832","167,544","194,592","496,968",5893,HDE,South East
Hednesford,"52,014","92,508","30,592","175,114",1148,HNF,West Midlands
Heighington,"10,378","7,060","7,840","25,278",7887,HEI,North East
Helensburgh Central,"181,134","359,808","175,922","716,864",9981,HLC,Scotland
Helensburgh Upper,"3,378","6,712","3,282","13,372",9982,HLU,Scotland
Hellifield,"8,752","23,328",154,"32,234",2656,HLD,Yorkshire And The Humber
Helmsdale,"3,564","1,522",,"5,086",8647,HMS,Scotland
Helsby,"67,046","41,270","8,152","116,468",2149,HSB,North West
Hemel Hempstead,"564,382","816,282","511,666","1,892,330",1391,HML,East
Hendon,"294,556","343,962","516,256","1,154,774",1522,HEN,London
Hengoed,"77,310","7,466","56,982","141,758",4028,HNG,Wales - Cymru
Henley-In-Arden,"37,560","39,588","58,622","135,770",4524,HNL,West Midlands
Henley-On-Thames,"187,772","333,434","221,086","742,292",3146,HOT,South East
Hensall,146,24,,170,8129,HEL,Yorkshire And The Humber
Hereford,"299,556","533,220","361,344","1,194,120",3607,HFD,West Midlands
Herne Bay,"108,872","255,758","577,346","941,976",5174,HNB,South East
Herne Hill,"808,810","973,102","1,001,842","2,783,754",5066,HNH,London
Hersham,"229,892","162,996","416,598","809,486",5590,HER,South East
Hertford East,"370,946","415,272","500,184","1,286,402",6818,HFE,East
Hertford North,"355,450","397,922","479,286","1,232,658",6085,HFN,East
Hessle,"21,868","22,394","8,866","53,128",8067,HES,Yorkshire And The Humber
Heswall,"22,628","57,840","18,668","99,136",2138,HSW,North West
Hever,"8,824","24,924","16,906","50,654",5417,HEV,South East
Heworth,"10,088","8,876","4,490","23,454",7766,HEW,North East
Hexham,"84,010","238,126","49,954","372,090",7506,HEX,North East
Heyford,"8,354","15,102","16,530","39,986",3194,HYD,South East
High Brooms,"225,296","405,792","639,388","1,270,476",5235,HIB,South East
High Wycombe,"853,734","951,860","1,051,850","2,857,444",3054,HWY,South East
Higham,"33,704","35,298","104,230","173,232",5202,HGM,South East
Highams Park,"983,312","1,052,970","642,962","2,679,244",6919,HIP,London
Hightown,"69,670","233,770","90,966","394,406",2356,HTO,North West
Hildenborough,"106,750","136,236","330,776","573,762",5236,HLB,South East
Hillfoot,"92,088","154,458","88,284","334,830",9983,HLF,Scotland
Hillington East,"57,700","90,742","125,500","273,942",9676,HLE,Scotland
Hillington West,"87,636","95,478","118,990","302,104",9630,HLW,Scotland
Hillside,"115,270","427,710","218,704","761,684",2231,HIL,North West
Hilsea,"143,544","83,634","112,140","339,318",5539,HLS,South East
Hinchley Wood,"82,934","72,252","194,618","349,804",5591,HYW,South East
Hindley,"87,766","133,902","118,436","340,104",2398,HIN,North West
Hinton Admiral,"46,276","65,194","35,650","147,120",5880,HNA,South East
Hitchin,"911,382","1,122,942","1,199,448","3,233,772",6086,HIT,East
Hither Green,"887,404","1,039,736","1,405,252","3,332,392",5107,HGR,London
Hockley,"193,538","170,110","614,564","978,212",6880,HOC,East
Hollingbourne,"13,964","20,942","35,722","70,628",5141,HBN,South East
Holmes Chapel,"91,746","84,316","40,372","216,434",1221,HCH,North West
Holmwood,"17,900","20,446","31,306","69,652",5308,HLM,South East
Holton Heath,"15,658","5,558","9,054","30,270",5941,HOL,South West
Holyhead,"62,586","136,974","7,174","206,734",2437,HHD,Wales - Cymru
Holytown,"31,636","49,446","52,068","133,150",9738,HLY,Scotland
Homerton,"1,411,030","2,252,140","1,097,956","4,761,126",6979,HMN,London
Honeybourne,"17,728","43,464","10,638","71,830",4794,HYB,West Midlands
Honiton,"54,830","202,752","73,000","330,582",5717,HON,South West
Honley,"19,536","13,316","19,340","52,192",8436,HOY,Yorkshire And The Humber
Honor Oak Park,"979,262","1,339,954","721,672","3,040,888",5418,HPA,London
Hook,"140,834","221,272","272,058","634,164",5523,HOK,South East
Hooton,"427,838","222,482","209,998","860,318",2193,HOO,North West
Hope (Derbyshire),"29,726","42,014","4,182","75,922",2828,HOP,East Midlands
Hopton Heath,736,188,,924,4189,HPT,West Midlands
Horley,"338,290","422,716","248,648","1,009,654",5365,HOR,South East
Hornbeam Park,"149,040","113,284","137,432","399,756",8212,HBP,Yorkshire And The Humber
Hornsey,"482,156","570,382","507,482","1,560,020",6015,HRN,London
Horsforth,"398,050","312,982","384,870","1,095,902",8499,HRS,Yorkshire And The Humber
Horsham,"582,164","1,024,104","1,248,850","2,855,118",5309,HRH,South East
Horsley,"107,614","115,522","159,374","382,510",5562,HSY,South East
Horwich Parkway,"170,444","257,540","245,486","673,470",8720,HWI,North West
Hoscar,566,390,,956,2399,HSC,North West
Hough Green,"68,444","77,790","44,196","190,430",2303,HGN,North West
Hounslow,"379,958","410,086","412,990","1,203,034",5563,HOU,London
Hove,"477,058","1,071,840","780,482","2,329,380",5273,HOV,South East
How Wood (Hertfordshire),"13,408","10,430","6,640","30,478",1563,HWW,East
Howden,"23,704","59,466","31,446","114,616",8071,HOW,Yorkshire And The Humber
Hoylake,"159,788","289,836","196,062","645,686",2194,HYK,North West
Hubberts Bridge,348,44,860,"1,252",6221,HBB,East Midlands
Hucknall,"110,208","37,562","50,924","198,694",1862,HKN,East Midlands
Huddersfield,"1,320,684","2,211,194","1,237,506","4,769,384",8437,HUD,Yorkshire And The Humber
Hull,"349,966","1,713,812","318,994","2,382,772",8126,HUL,Yorkshire And The Humber
Humphrey Park,"10,626","5,872","13,280","29,778",2937,HUP,North West
Huncoat,"9,104","8,136","7,678","24,918",2558,HCT,North West
Hungerford,"67,944","164,232","127,600","359,776",3072,HGD,South East
Hunmanby,"6,832","21,220","4,406","32,458",8098,HUB,Yorkshire And The Humber
Huntingdon,"419,262","739,432","564,394","1,723,088",6108,HUN,East
Huntly,"33,560","27,176","11,354","72,090",8921,HNT,Scotland
Hurst Green,"95,222","156,792","430,114","682,128",5463,HUR,South East
Hutton Cranswick,"7,888","21,988","12,518","42,394",8099,HUT,Yorkshire And The Humber
Huyton,"198,822","199,450","242,394","640,666",2160,HUY,North West
Hyde Central,"43,834","35,140","37,204","116,178",2829,HYC,North West
Hyde North,"17,966","11,170","24,222","53,358",2959,HYT,North West
Hykeham,"105,924","33,258","43,844","183,026",6310,HKM,East Midlands
Hyndland,"378,762","812,536","440,078","1,631,376",9845,HYN,Scotland
Ifield,"69,818","92,704","169,236","331,758",5495,IFI,South East
Ilford,"2,167,150","3,405,996","2,220,600","7,793,746",6881,IFD,London
Ilkley,"397,706","473,426","457,792","1,328,924",8568,ILK,Yorkshire And The Humber
Imperial Wharf,"922,334","1,082,576","858,464","2,863,374",9586,IMW,London
Ingatestone,"215,352","143,150","516,568","875,070",6882,INT,East
Insch,"32,294","16,172","9,224","57,690",8922,INS,Scotland
Invergordon,"21,298","2,972","3,556","27,826",8648,IGD,Scotland
Invergowrie,"4,130","1,006",30,"5,166",8778,ING,Scotland
Inverkeithing,"337,960","593,382","206,262","1,137,604",9136,INK,Scotland
Inverkip,"21,420","41,378","41,696","104,494",9646,INP,Scotland
Inverness,"430,106","748,044","36,498","1,214,648",8649,INV,Scotland
Invershin,154,62,,216,8614,INH,Scotland
Inverurie,"133,040","118,442","87,582","339,064",8924,INR,Scotland
Ipswich,"669,496","1,607,724","1,014,962","3,292,182",7217,IPS,East
Irlam,"124,998","113,806","120,718","359,522",2817,IRL,North West
Irvine,"205,762","475,242","208,390","889,394",9508,IRV,Scotland
Isleworth,"377,524","367,642","558,262","1,303,428",5592,ISL,London
Islip,"9,534","12,314","12,320","34,168",3110,ISP,South East
Iver,"59,040","61,564","110,940","231,544",3170,IVR,South East
Ivybridge,"5,782","44,098","5,324","55,204",3555,IVY,South West
Jewellery Quarter,"149,154","128,814","261,164","539,132",1097,JEQ,West Midlands
Jordanhill,"66,816","158,872","66,468","292,156",9995,JOR,Scotland
Keighley,"536,130","577,144","457,364","1,570,638",8468,KEI,Yorkshire And The Humber
Keith,"26,012","37,898","4,192","68,102",8925,KEH,Scotland
Kelvedon,"92,456","145,590","559,604","797,650",6838,KEL,East
Kelvindale,"10,328","37,116","27,940","75,384",1655,KVD,Scotland
Kemble,"54,812","272,312","82,046","409,170",3325,KEM,South West
Kempston Hardwick,"3,334","3,818","3,342","10,494",1384,KMH,East
Kemsing,"5,436","4,478","9,362","19,276",5079,KMS,South East
Kemsley,"68,512","49,164","76,666","194,342",5205,KML,South East
Kendal,"34,240","118,424","50,788","203,452",1976,KEN,North West
Kenley,"128,808","126,110","171,550","426,468",5419,KLY,London
Kennett,"14,076","7,752","20,688","42,516",7011,KNE,East
Kennishead,"16,214","52,428","25,794","94,436",9816,KNS,Scotland
Kensal Green,"304,696","534,700","223,096","1,062,492",1447,KNL,London
Kensal Rise,"758,334","1,032,626","841,148","2,632,108",1448,KNR,London
Kensington Olympia,"1,019,700","1,445,104","888,256","3,353,060",3092,KPA,London
Kent House,"366,396","359,068","384,474","1,109,938",5080,KTH,London
Kentish Town,"956,216","1,075,274","825,476","2,856,966",1553,KTN,London
Kentish Town West,"577,198","795,312","493,450","1,865,960",1449,KTW,London
Kenton,"286,042","542,846","300,014","1,128,902",1399,KNT,London
Kents Bank,"5,960","23,318","4,344","33,622",1966,KBK,North West
Kettering,"163,772","469,462","399,748","1,032,982",1857,KET,East Midlands
Kew Bridge,"406,792","375,944","498,754","1,281,490",5593,KWB,London
Kew Gardens,"407,030","782,746","192,436","1,382,212",5594,KWG,London
Keyham,964,"4,502","2,342","7,808",3571,KEY,South West
Keynsham,"241,638","196,280","95,048","532,966",3237,KYN,South West
Kidbrooke,"420,570","391,092","746,148","1,557,810",5108,KDB,London
Kidderminster,"291,910","484,112","753,874","1,529,896",4581,KID,West Midlands
Kidsgrove,"107,310","93,802","34,752","235,864",1229,KDG,West Midlands
Kidwelly,"13,444","5,824","5,110","24,378",4132,KWL,Wales - Cymru
Kilburn High Road,"160,268","391,754","200,196","752,218",1415,KBN,London
Kildale,226,"1,272",,"1,498",7516,KLD,Yorkshire And The Humber
Kildonan,184,30,,214,8652,KIL,Scotland
Kilgetty,"11,696","3,964",10,"15,670",4083,KGT,Wales - Cymru
Kilmarnock,"171,120","325,034","121,592","617,746",9512,KMK,Scotland
Kilmaurs,"27,474","51,224","36,576","115,274",9516,KLM,Scotland
Kilpatrick,"21,096","52,272","30,600","103,968",9960,KPT,Scotland
Kilwinning,"226,982","426,920","284,170","938,072",9517,KWN,Scotland
Kinbrace,340,116,,456,8653,KBC,Scotland
Kingham,"41,314","122,258","27,946","191,518",3008,KGM,South East
Kinghorn,"29,308","44,762","19,964","94,034",9142,KGH,Scotland
Kingsknowe,"8,460","6,506","1,976","16,942",9217,KGE,Scotland
Kingston,"1,423,590","2,172,702","1,053,994","4,650,286",5565,KNG,London
Kingswood,"76,348","69,786","74,210","220,344",5366,KND,South East
Kingussie,"21,214","17,430",610,"39,254",8655,KIN,Scotland
Kintbury,"14,052","55,302","26,496","95,850",3073,KIT,South East
Kirby Cross,"9,404","16,764","21,674","47,842",6862,KBX,East
Kirk Sandall,"50,528","31,486","41,068","123,082",6527,KKS,Yorkshire And The Humber
Kirkby (Merseyside),"301,592","1,638,688","968,924","2,909,204",2124,KIR,North West
Kirkby Stephen,"5,730","24,934",248,"30,912",2057,KSW,North West
Kirkby-In-Furness,"5,112","8,822","3,592","17,526",1959,KBF,North West
Kirkcaldy,"280,940","521,438","205,898","1,008,276",9145,KDY,Scotland
Kirkconnel,"5,218","13,478","1,184","19,880",9518,KRK,Scotland
Kirkdale,"260,572","561,310","450,140","1,272,022",2245,KKD,North West
Kirkhill,"19,302","40,830","11,298","71,430",9771,KKH,Scotland
Kirknewton,"20,224","16,770","13,504","50,498",9230,KKN,Scotland
Kirkwood,"39,046","68,244","40,390","147,680",9766,KWD,Scotland
Kirton Lindsey,52,220,,272,6466,KTL,Yorkshire And The Humber
Kiveton Bridge,"30,048","20,674","26,050","76,772",6401,KIV,Yorkshire And The Humber
Kiveton Park,"19,778","14,734","14,078","48,590",6565,KVP,Yorkshire And The Humber
Knaresborough,"142,376","217,546","79,564","439,486",8214,KNA,Yorkshire And The Humber
Knebworth,"191,582","133,214","222,372","547,168",6088,KBW,East
Knighton,"12,274","7,802",912,"20,988",4206,KNI,West Midlands
Knockholt,"77,998","63,280","109,488","250,766",5109,KCK,London
Knottingley,"81,870","50,758","39,544","172,172",8546,KNO,Yorkshire And The Humber
Knucklas,"2,374","1,042",796,"4,212",4228,KNU,Wales - Cymru
Knutsford,"139,268","148,614","158,518","446,400",2848,KNF,North West
Kyle Of Lochalsh,"24,402","33,296",88,"57,786",8657,KYL,Scotland
Ladybank,"35,178","37,508","7,166","79,852",9149,LDY,Scotland
Ladywell,"359,492","462,612","497,316","1,319,420",5057,LAD,London
Laindon,"938,714","464,302","877,870","2,280,886",7445,LAI,East
Lairg,"3,902","2,134",228,"6,264",8658,LRG,Scotland
Lake,"28,206","2,900","6,468","37,574",5504,LKE,South East
Lakenheath,120,278,18,416,7201,LAK,East
Lamphey,"3,370","1,086",,"4,456",4084,LAM,Wales - Cymru
